date,close_first,close_last,close_mean,volume_sum,return_std,volatility_abs_max
1997-10-12 00:00:00-04:00,6.323565006256104,6.615829944610596,6.46969747543335,20871127.0,,0.9166512489318857
1997-10-19 00:00:00-04:00,6.469697952270508,5.340489864349365,5.978160190582275,13819365.0,0.025932699922216185,0.3985438346862793
1997-10-26 00:00:00-04:00,5.340489864349365,5.340489864349365,5.340489864349365,6924737.0,,0.4782528877258301
1997-11-02 00:00:00-04:00,,,,0.0,,
1997-11-09 00:00:00-04:00,5.207642078399658,5.181072235107422,5.19435715675354,7629490.0,0.013981971350536746,0.3321199417114258
1997-11-16 00:00:00-04:00,,,,0.0,,
1997-11-23 00:00:00-04:00,,,,0.0,,
1997-11-30 00:00:00-04:00,,,,0.0,,
1997-12-07 00:00:00-04:00,,,,0.0,,
1997-12-14 00:00:00-04:00,,,,0.0,,
1997-12-21 00:00:00-04:00,,,,0.0,,
1997-12-28 00:00:00-04:00,,,,0.0,,
1998-01-04 00:00:00-04:00,,,,0.0,,
1998-01-11 00:00:00-04:00,,,,0.0,,
1998-01-18 00:00:00-04:00,,,,0.0,,
1998-01-25 00:00:00-04:00,,,,0.0,,
1998-02-01 00:00:00-04:00,,,,0.0,,
1998-02-08 00:00:00-04:00,5.207642078399658,5.287350177764893,5.323883652687073,11583257.0,0.04955297051691018,0.2922658920288095
1998-02-15 00:00:00-04:00,5.234210968017578,5.49990701675415,5.440125465393066,9949812.0,0.0322851374820529,0.15941667556762695
1998-02-22 00:00:00-04:00,5.699179172515869,5.765603065490723,5.752318382263184,5442781.0,0.02041155397014187,0.19927215576171875
1998-03-01 00:00:00-04:00,5.752317905426025,6.323565006256104,6.084438323974609,7769687.0,0.038743304771765824,0.42511415481567383
1998-03-08 00:00:00-04:00,5.938305854797363,5.6061859130859375,5.579616189002991,10039199.0,0.08226443203713515,0.37197399139404297
1998-03-15 00:00:00-04:00,5.566330909729004,5.566330909729004,5.566330909729004,1178038.0,,0.09299278259277255
1998-03-22 00:00:00-04:00,5.685894012451172,5.460052967071533,5.483965587615967,8913381.0,0.027751760026330303,0.2524113655090332
1998-03-29 00:00:00-04:00,5.739034175872803,5.739034175872803,5.739034175872803,2439818.0,,0.10627889633178711
1998-04-05 00:00:00-04:00,5.49990701675415,5.446767807006836,5.46890926361084,5879840.0,0.021397875451721966,0.13284778594970703
1998-04-12 00:00:00-04:00,5.207642078399658,5.260780811309815,5.234211444854736,2338199.0,0.03825893751636115,0.1062779426574707
1998-04-19 00:00:00-04:00,5.127933025360107,5.127933025360107,5.127933025360107,1158749.0,,0.07970809936523438
1998-04-26 00:00:00-04:00,5.274065971374512,5.274065971374512,5.238639672597249,5669073.0,0.02610066915159352,0.2524113655090332
1998-05-03 00:00:00-04:00,5.194356918334961,5.220925807952881,5.207641363143921,2835477.0,0.01430360322881842,0.05314016342163086
1998-05-10 00:00:00-04:00,,,,0.0,,
1998-05-17 00:00:00-04:00,5.167787075042725,5.167787075042725,5.167787075042725,1157808.0,,0.09299421310424805
1998-05-24 00:00:00-04:00,,,,0.0,,
1998-05-31 00:00:00-04:00,,,,0.0,,
1998-06-07 00:00:00-04:00,,,,0.0,,
1998-06-14 00:00:00-04:00,,,,0.0,,
1998-06-21 00:00:00-04:00,,,,0.0,,
1998-06-28 00:00:00-04:00,,,,0.0,,
1998-07-05 00:00:00-04:00,,,,0.0,,
1998-07-12 00:00:00-04:00,,,,0.0,,
1998-07-19 00:00:00-04:00,,,,0.0,,
1998-07-26 00:00:00-04:00,,,,0.0,,
1998-08-02 00:00:00-04:00,,,,0.0,,
1998-08-09 00:00:00-04:00,,,,0.0,,
1998-08-16 00:00:00-04:00,,,,0.0,,
1998-08-23 00:00:00-04:00,,,,0.0,,
1998-08-30 00:00:00-04:00,,,,0.0,,
1998-09-06 00:00:00-04:00,,,,0.0,,
1998-09-13 00:00:00-04:00,,,,0.0,,
1998-09-20 00:00:00-04:00,,,,0.0,,
1998-09-27 00:00:00-04:00,,,,0.0,,
1998-10-04 00:00:00-04:00,,,,0.0,,
1998-10-11 00:00:00-04:00,,,,0.0,,
1998-10-18 00:00:00-04:00,,,,0.0,,
1998-10-25 00:00:00-04:00,,,,0.0,,
1998-11-01 00:00:00-04:00,,,,0.0,,
1998-11-08 00:00:00-04:00,,,,0.0,,
1998-11-15 00:00:00-04:00,,,,0.0,,
1998-11-22 00:00:00-04:00,5.432155132293701,5.432155132293701,5.432155132293701,3586546.0,,0.48157405853271484
1998-11-29 00:00:00-04:00,,,,0.0,,
1998-12-06 00:00:00-04:00,5.239524841308594,5.239524841308594,5.239524841308594,4416507.0,,0.2311549186706534
1998-12-13 00:00:00-04:00,,,,0.0,,
1998-12-20 00:00:00-04:00,,,,0.0,,
1998-12-27 00:00:00-04:00,,,,0.0,,
1999-01-03 00:00:00-04:00,,,,0.0,,
1999-01-10 00:00:00-04:00,5.605521202087402,5.605521202087402,5.605521202087402,14079482.0,,0.5971517562866211
1999-01-17 00:00:00-04:00,5.470681190490723,6.934666156768799,5.940697097778321,39647983.0,0.062650573838607,0.8475708961486816
1999-01-24 00:00:00-04:00,6.857614040374756,6.14488410949707,6.554222226142883,20273364.0,0.01873724752975541,0.4623112678527832
1999-01-31 00:00:00-04:00,5.913729190826416,6.164146900177002,6.183410263061523,13273531.0,0.04544913029041595,0.40452194213867276
1999-02-07 00:00:00-04:00,5.932991981506348,5.913729190826416,6.029306697845459,18506371.0,0.06122301412449067,0.5971522331237793
1999-02-14 00:00:00-04:00,6.048569202423096,5.855939865112305,5.882907772064209,13436408.0,0.06616132794134168,0.5586261749267578
1999-02-21 00:00:00-04:00,5.836677074432373,5.894465923309326,5.86557149887085,3724116.0,0.009327041928936653,0.1348409652709961
1999-02-28 00:00:00-04:00,6.202672958374023,6.010044097900391,6.233493995666504,18571263.0,0.0416337226488108,0.40452194213867276
1999-03-07 00:00:00-04:00,5.971518039703369,6.087094783782959,5.894465827941895,10303129.0,0.02680715851263877,0.2696809768676758
1999-03-14 00:00:00-04:00,6.202672958374023,6.72277307510376,6.385671019554138,9565638.0,0.041537331926250656,0.3659968376159668
1999-03-21 00:00:00-04:00,7.185083866119385,8.05191707611084,7.697478771209717,16758198.0,0.03780974136712281,0.6164135932922363
1999-03-28 00:00:00-04:00,7.204347133636475,7.204347133636475,7.2669517993927,7272702.0,0.056054284974530584,0.34673309326171875
1999-04-04 00:00:00-04:00,7.281398773193359,7.724446773529053,7.502922773361206,4318845.0,0.03546238908208937,0.34673309326171875
1999-04-11 00:00:00-04:00,7.955602169036865,8.321599006652832,8.084022045135498,5720499.0,0.020919830641529927,0.34673404693603516
1999-04-18 00:00:00-04:00,8.2252836227417,7.878551006317139,7.9363397598266605,22739560.0,0.01623368221055085,0.5008368492126465
1999-04-25 00:00:00-04:00,7.435503005981445,8.533491134643555,7.84773006439209,19972917.0,0.04793038094775342,0.5971503257751465
1999-05-02 00:00:00-04:00,8.591279983520508,7.396976947784424,7.9247818946838375,16563199.0,0.031145417789990745,0.34673357009887695
1999-05-09 00:00:00-04:00,7.570343017578125,7.146557807922363,7.5703431367874146,19190651.0,0.052130077259613126,0.38525962829589844
1999-05-16 00:00:00-04:00,6.992454051971436,7.281398773193359,7.034832954406738,24603565.0,0.028724690617133893,0.3659968376159668
1999-05-23 00:00:00-04:00,7.069506168365479,7.416240215301514,7.3006621360778805,12897810.0,0.030490156929175262,0.30820703506469727
1999-05-30 00:00:00-04:00,7.47402811050415,8.109705924987793,7.63294780254364,10257703.0,0.03626004597436269,0.6356782913208008
1999-06-06 00:00:00-04:00,8.398651123046875,8.918749809265137,8.687595049540201,8373583.0,0.011123287592503065,0.38525867462158203
1999-06-13 00:00:00-04:00,9.573691368103027,9.63148021697998,9.824109840393067,11129521.0,0.05115269995942796,0.5393619537353533
1999-06-20 00:00:00-04:00,10.517576217651367,10.59462833404541,10.556102275848389,4493079.0,0.059873522693228695,0.2504186630249041
1999-06-27 00:00:00-04:00,10.671680450439451,10.093791007995604,10.453366597493488,4764001.0,0.028253212699307643,0.3082065582275373
1999-07-04 00:00:00-04:00,10.633153915405272,10.671680450439451,10.59462801615397,4365568.0,0.03396977720429235,0.3659954071044922
1999-07-11 00:00:00-04:00,10.440524101257324,9.93968677520752,10.098606586456299,7650694.0,0.014631098847168601,0.38525867462158025
1999-07-18 00:00:00-04:00,9.689269065856934,9.785584449768066,9.727795219421386,23310929.0,0.04175428094288574,0.539362907409668
1999-07-25 00:00:00-04:00,9.785584449768066,9.304010391235352,9.530349969863892,11968240.0,0.016079624739341325,0.5200996398925746
1999-08-01 00:00:00-04:00,9.342535972595217,9.573691368103027,9.519755172729493,10621745.0,0.03800064020660098,0.5393638610839844
1999-08-08 00:00:00-04:00,9.053590774536133,8.610543251037598,8.764646530151367,8222386.0,0.02815834231997354,0.38525962829589844
1999-08-15 00:00:00-04:00,9.400323867797852,10.825783729553224,10.344209480285645,13126551.0,0.04772760538924437,0.8475704193115252
